origin_id,canonical_name,aliases,geo_type,parent_path,hierarchy_path,source_section,source_line,mapping_status,coordinate_status,coordinate_eligible,in_total_master,in_human_summary,in_existing_origin_master,conflict_flags,source_reference,notes
OMR-63F3BD313C,杨梅树 / 老卜苴体系,,待人工判定,云南省/大理白族自治州/南涧彝族自治县/宝华镇,云南省/大理白族自治州/南涧彝族自治县/宝华镇/杨梅树 / 老卜苴体系,大理州｜南涧 + 永平,2565,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,compound_or_alias_name|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2565,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P1 / relation unresolved。
OMR-606A4BA228,无量山藏茶谷,,mountain,云南省/大理白族自治州/南涧彝族自治县,云南省/大理白族自治州/南涧彝族自治县/无量山藏茶谷,大理州｜南涧 + 永平,2567,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2567,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：INDUSTRY_PARENT / NO COORDINATE。
OMR-0CB3EE44DE,无量山樱花谷,,mountain,云南省/大理白族自治州/南涧彝族自治县,云南省/大理白族自治州/南涧彝族自治县/无量山樱花谷,大理州｜南涧 + 永平,2568,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2568,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：TOURISM + MODERN MATERIAL PARENT。
OMR-8B53F7DFDF,永平县,,county,云南省/大理白族自治州,云南省/大理白族自治州/永平县,大理州｜南涧 + 永平,2570,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2570,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-2BC711778F,水泄乡,,township,云南省/大理白族自治州/永平县,云南省/大理白族自治州/永平县/水泄乡,大理州｜南涧 + 永平,2571,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2571,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-AEF1981A33,狮子窝村,,natural_village,云南省/大理白族自治州/永平县/水泄乡,云南省/大理白族自治州/永平县/水泄乡/狮子窝村,大理州｜南涧 + 永平,2572,需人工确认,HOLD,false,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2572,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P0 / HIGH PRIORITY HOLD。
OMR-E4DE7EADDC,大河沟村民小组,,village_group,云南省/大理白族自治州/永平县/水泄乡/狮子窝村,云南省/大理白族自治州/永平县/水泄乡/狮子窝村/大河沟村民小组,大理州｜南涧 + 永平,2573,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2573,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P0+。
OMR-0040BC37B2,龙门乡,,township,云南省/大理白族自治州/永平县,云南省/大理白族自治州/永平县/龙门乡,大理州｜南涧 + 永平,2574,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2574,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-CC96922D35,大坪坦村,,natural_village,云南省/大理白族自治州/永平县/龙门乡,云南省/大理白族自治州/永平县/龙门乡/大坪坦村,大理州｜南涧 + 永平,2575,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2575,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-6BCC383708,高山现代茶园,,microplot,云南省/大理白族自治州/永平县/龙门乡/大坪坦村,云南省/大理白族自治州/永平县/龙门乡/大坪坦村/高山现代茶园,大理州｜南涧 + 永平,2576,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2576,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：EXCLUDE ancient terroir。
OMR-E4E7A2CEFE,德宏傣族景颇族自治州,,prefecture_city,云南省,云南省/德宏傣族景颇族自治州,德宏州｜六大茶山 / 九大古茶园过滤后主树,2594,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2594,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-909BEFB543,梁河县,,county,云南省/德宏傣族景颇族自治州,云南省/德宏傣族景颇族自治州/梁河县,德宏州｜六大茶山 / 九大古茶园过滤后主树,2596,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2596,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-CDB440254A,芒东镇,,township,云南省/德宏傣族景颇族自治州/梁河县,云南省/德宏傣族景颇族自治州/梁河县/芒东镇,德宏州｜六大茶山 / 九大古茶园过滤后主树,2597,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2597,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-55B6CBDDAE,青龙山古茶体系,,mountain,云南省/德宏傣族景颇族自治州/梁河县/芒东镇,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系,德宏州｜六大茶山 / 九大古茶园过滤后主树,2598,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2598,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P0。
OMR-805B34C732,龙塘,,待人工判定,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系/龙塘,德宏州｜六大茶山 / 九大古茶园过滤后主树,2599,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2599,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-93F85A5755,平坝,,待人工判定,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系/平坝,德宏州｜六大茶山 / 九大古茶园过滤后主树,2600,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2600,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-469F09376B,陡坡,,待人工判定,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系/陡坡,德宏州｜六大茶山 / 九大古茶园过滤后主树,2601,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2601,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-3764051CBE,黑坡,,待人工判定,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系/黑坡,德宏州｜六大茶山 / 九大古茶园过滤后主树,2602,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2602,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-776D5B9982,小寨子,,natural_village,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系/小寨子,德宏州｜六大茶山 / 九大古茶园过滤后主树,2603,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2603,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-365B221371,清平,,待人工判定,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系,云南省/德宏傣族景颇族自治州/梁河县/芒东镇/青龙山古茶体系/清平,德宏州｜六大茶山 / 九大古茶园过滤后主树,2604,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2604,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文元数据：status=HOLD_BY_MATERIAL_AND_PROCESSING。
OMR-C825E0615A,平山乡,,township,云南省/德宏傣族景颇族自治州/梁河县,云南省/德宏傣族景颇族自治州/梁河县/平山乡,德宏州｜六大茶山 / 九大古茶园过滤后主树,2607,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2607,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-095244729D,核桃林村,,natural_village,云南省/德宏傣族景颇族自治州/梁河县/平山乡,云南省/德宏傣族景颇族自治州/梁河县/平山乡/核桃林村,德宏州｜六大茶山 / 九大古茶园过滤后主树,2608,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2608,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-06905D3689,横梁子古茶园,,microplot,云南省/德宏傣族景颇族自治州/梁河县/平山乡/核桃林村,云南省/德宏傣族景颇族自治州/梁河县/平山乡/核桃林村/横梁子古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2609,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2609,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P1+ / HOLD_FOR_SHENG_SAMPLE。
OMR-CF0EF3D519,瑞丽市,,prefecture_city,云南省/德宏傣族景颇族自治州,云南省/德宏傣族景颇族自治州/瑞丽市,德宏州｜六大茶山 / 九大古茶园过滤后主树,2611,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2611,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-D5DDE7CA89,弄岛镇,,township,云南省/德宏傣族景颇族自治州/瑞丽市,云南省/德宏傣族景颇族自治州/瑞丽市/弄岛镇,德宏州｜六大茶山 / 九大古茶园过滤后主树,2612,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2612,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-132074F75E,等嘎村,,natural_village,云南省/德宏傣族景颇族自治州/瑞丽市/弄岛镇,云南省/德宏傣族景颇族自治州/瑞丽市/弄岛镇/等嘎村,德宏州｜六大茶山 / 九大古茶园过滤后主树,2613,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2613,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-EF2BA6A937,等嘎古茶园,,microplot,云南省/德宏傣族景颇族自治州/瑞丽市/弄岛镇/等嘎村,云南省/德宏傣族景颇族自治州/瑞丽市/弄岛镇/等嘎村/等嘎古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2614,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2614,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P1+ / HIGH PRIORITY HOLD。
OMR-58BD048834,武甸山,,mountain,云南省/德宏傣族景颇族自治州/瑞丽市,云南省/德宏傣族景颇族自治州/瑞丽市/武甸山,德宏州｜六大茶山 / 九大古茶园过滤后主树,2615,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2615,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-058C8B0D43,陇川县,,county,云南省/德宏傣族景颇族自治州,云南省/德宏傣族景颇族自治州/陇川县,德宏州｜六大茶山 / 九大古茶园过滤后主树,2617,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2617,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-759175ED42,王子树茶山,,tea_area,云南省/德宏傣族景颇族自治州/陇川县,云南省/德宏傣族景颇族自治州/陇川县/王子树茶山,德宏州｜六大茶山 / 九大古茶园过滤后主树,2618,需人工确认,HOLD,false,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2618,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P1 / HOLD_PROCESSING。
OMR-ABC7F39968,护国乡,,township,云南省/德宏傣族景颇族自治州/陇川县,云南省/德宏傣族景颇族自治州/陇川县/护国乡,德宏州｜六大茶山 / 九大古茶园过滤后主树,2619,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2619,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-1E8010B97A,边河村,,natural_village,云南省/德宏傣族景颇族自治州/陇川县/护国乡,云南省/德宏傣族景颇族自治州/陇川县/护国乡/边河村,德宏州｜六大茶山 / 九大古茶园过滤后主树,2620,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2620,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-08E20B1C14,野油坝古茶园,,microplot,云南省/德宏傣族景颇族自治州/陇川县/护国乡/边河村,云南省/德宏傣族景颇族自治州/陇川县/护国乡/边河村/野油坝古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2621,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2621,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-9465E968DC,芒市,,prefecture_city,云南省/德宏傣族景颇族自治州,云南省/德宏傣族景颇族自治州/芒市,德宏州｜六大茶山 / 九大古茶园过滤后主树,2623,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2623,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-028691E40C,中山茶山,,tea_area,云南省/德宏傣族景颇族自治州/芒市,云南省/德宏傣族景颇族自治州/芒市/中山茶山,德宏州｜六大茶山 / 九大古茶园过滤后主树,2624,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2624,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-ED11EFE486,三角岩古茶园,,microplot,云南省/德宏傣族景颇族自治州/芒市,云南省/德宏傣族景颇族自治州/芒市/三角岩古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2625,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2625,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-D116E264C5,营盘山古茶园,,microplot,云南省/德宏傣族景颇族自治州/芒市,云南省/德宏傣族景颇族自治州/芒市/营盘山古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2626,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2626,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-6012148779,官寨古茶园,,microplot,云南省/德宏傣族景颇族自治州/芒市,云南省/德宏傣族景颇族自治州/芒市/官寨古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2627,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2627,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-B456C167FA,仙人洞古茶园,,microplot,云南省/德宏傣族景颇族自治州/芒市,云南省/德宏傣族景颇族自治州/芒市/仙人洞古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2628,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2628,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-1A5B7FE862,盈江县,,county,云南省/德宏傣族景颇族自治州,云南省/德宏傣族景颇族自治州/盈江县,德宏州｜六大茶山 / 九大古茶园过滤后主树,2630,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2630,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-4FF7DE3FAE,红山茶山,,tea_area,云南省/德宏傣族景颇族自治州/盈江县,云南省/德宏傣族景颇族自治州/盈江县/红山茶山,德宏州｜六大茶山 / 九大古茶园过滤后主树,2631,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2631,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE / PROCESSING HOLD。
OMR-4AF2C50754,木龙河古茶园,,microplot,云南省/德宏傣族景颇族自治州/盈江县,云南省/德宏傣族景颇族自治州/盈江县/木龙河古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2632,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2632,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-7BB5F5C74E,神户关古茶园,,microplot,云南省/德宏傣族景颇族自治州/盈江县,云南省/德宏傣族景颇族自治州/盈江县/神户关古茶园,德宏州｜六大茶山 / 九大古茶园过滤后主树,2633,需人工确认,HOLD,false,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2633,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：RESOURCE HOLD。
OMR-7FCCE8D51D,楚雄彝族自治州,,prefecture_city,云南省,云南省/楚雄彝族自治州,楚雄州｜targeted nodes,2667,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2667,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-A0093C0E6D,南华县,,county,云南省/楚雄彝族自治州,云南省/楚雄彝族自治州/南华县,楚雄州｜targeted nodes,2669,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2669,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-328D413E70,兔街镇,,township,云南省/楚雄彝族自治州/南华县,云南省/楚雄彝族自治州/南华县/兔街镇,楚雄州｜targeted nodes,2670,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2670,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-DB087A510D,半坡村委会,,administrative_village,云南省/楚雄彝族自治州/南华县/兔街镇,云南省/楚雄彝族自治州/南华县/兔街镇/半坡村委会,楚雄州｜targeted nodes,2671,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2671,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-F9FC2D66FC,三家村,,natural_village,云南省/楚雄彝族自治州/南华县/兔街镇/半坡村委会,云南省/楚雄彝族自治州/南华县/兔街镇/半坡村委会/三家村,楚雄州｜targeted nodes,2672,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,same_name_multiple_paths,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2672,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-651DF7EABC,如达地古茶山,,tea_area,云南省/楚雄彝族自治州/南华县/兔街镇/半坡村委会/三家村,云南省/楚雄彝族自治州/南华县/兔街镇/半坡村委会/三家村/如达地古茶山,楚雄州｜targeted nodes,2673,需人工确认,HOLD,false,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2673,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P0 / HIGH PRIORITY HOLD。
OMR-EAC4EF32A5,兔乐之,,待人工判定,云南省/楚雄彝族自治州/南华县/兔街镇,云南省/楚雄彝族自治州/南华县/兔街镇/兔乐之,楚雄州｜targeted nodes,2674,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2674,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：REGIONAL PUBLIC BRAND / NO COORDINATE。
OMR-E84A42C7F1,楚雄市,,prefecture_city,云南省/楚雄彝族自治州,云南省/楚雄彝族自治州/楚雄市,楚雄州｜targeted nodes,2676,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2676,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-B0B8276DA2,西舍路镇,,township,云南省/楚雄彝族自治州/楚雄市,云南省/楚雄彝族自治州/楚雄市/西舍路镇,楚雄州｜targeted nodes,2677,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2677,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-2D9168371C,达诺村,,natural_village,云南省/楚雄彝族自治州/楚雄市/西舍路镇,云南省/楚雄彝族自治州/楚雄市/西舍路镇/达诺村,楚雄州｜targeted nodes,2678,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2678,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-9129BBCF88,脚麦地古茶区 / 初制中心,,tea_area,云南省/楚雄彝族自治州/楚雄市/西舍路镇/达诺村,云南省/楚雄彝族自治州/楚雄市/西舍路镇/达诺村/脚麦地古茶区 / 初制中心,楚雄州｜targeted nodes,2679,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,compound_or_alias_name|raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2679,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P1。
OMR-A1600614F5,龙岗村委会,,administrative_village,云南省/楚雄彝族自治州/楚雄市/西舍路镇,云南省/楚雄彝族自治州/楚雄市/西舍路镇/龙岗村委会,楚雄州｜targeted nodes,2680,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2680,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-3E28BBDEFD,云盘山村,,natural_village,云南省/楚雄彝族自治州/楚雄市/西舍路镇/龙岗村委会,云南省/楚雄彝族自治州/楚雄市/西舍路镇/龙岗村委会/云盘山村,楚雄州｜targeted nodes,2681,需人工确认,HIERARCHY_ONLY,unassessed,yes,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2681,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：P1。
OMR-763237806D,双柏县,,county,云南省/楚雄彝族自治州,云南省/楚雄彝族自治州/双柏县,楚雄州｜targeted nodes,2683,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2683,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-046C7FE0D4,鄂嘉镇,,township,云南省/楚雄彝族自治州/双柏县,云南省/楚雄彝族自治州/双柏县/鄂嘉镇,楚雄州｜targeted nodes,2684,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2684,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。
OMR-612836ADE4,老厂村,,natural_village,云南省/楚雄彝族自治州/双柏县/鄂嘉镇,云南省/楚雄彝族自治州/双柏县/鄂嘉镇/老厂村,楚雄州｜targeted nodes,2685,需人工确认,HIERARCHY_ONLY,unassessed,yes,yes,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2685,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：MATERIAL P0。
OMR-5F28FA99AD,小茶树组,,village_group,云南省/楚雄彝族自治州/双柏县/鄂嘉镇/老厂村,云南省/楚雄彝族自治州/双柏县/鄂嘉镇/老厂村/小茶树组,楚雄州｜targeted nodes,2686,需人工确认,HIERARCHY_ONLY,unassessed,no,no,no,raw_status_hint,00_Inbox/生普产区微产区层级_origin_microregion_全量版_v5_2026-08-17.md:2686,层级工作表节点；不等于购买批次原料已验证；不因本表存在而自动填充 origin_*。 原文标记：大理茶方向。
